CD_MUNICIPIO;NR_ZONA;QT_VOTOS_BRANCOS;QT_VOTOS_NULOS;QT_VOTOS_TERCEIRA_VIA
13080;17;580;866;0.0
13510;32;1438;1589;0.0
13374;31;2518;1496;0.0
14796;44;568;260;0.0
13129;52;819;1211;0.0
13897;112;5228;7022;0.0
15539;23;564;732;0.0
15679;19;1536;1106;0.0
13994;65;655;275;0.0
15814;62;1625;863;0.0
15776;23;656;475;0.0
13366;18;247;148;0.0
13650;43;589;906;0.0
14893;99;718;1486;0.0
13897;3;3423;4323;0.0
14877;48;1007;1556;0.0
13730;120;1711;2771;0.0
15130;70;308;289;0.0
13951;25;2230;1267;0.0
13897;83;6112;7984;0.0
13030;30;1398;750;0.0
14931;49;3042;4151;0.0
15881;74;359;539;0.0
14214;86;194;295;0.0
98574;65;358;560;0.0
15695;81;2414;2903;0.0
14354;72;500;297;0.0
15156;50;1070;859;0.0
14915;15;358;596;0.0
13099;24;441;612;0.0
13030;30;1498;1800;0.0
13064;79;399;506;0.0
13285;7;410;764;0.0
13552;33;941;1790;0.0
13340;20;104;323;0.0
15814;62;1379;744;0.0
15490;36;1776;1237;0.0
15954;98;847;635;0.0
14834;5;299;170;0.0
15334;52;965;833;0.0
14435;119;638;495;0.0
13200;10;128;88;0.0
13080;17;519;321;0.0
13250;68;503;311;0.0
14338;33;541;1063;0.0
13978;62;136;100;0.0
13137;86;367;200;0.0
13935;50;175;124;0.0
14656;24;541;419;0.0
15792;25;302;207;0.0
13218;8;3444;3464;0.0
13234;67;844;1148;0.0
13439;84;2123;3199;0.0
14974;5;419;751;0.0
13536;38;686;389;0.0
13730;123;4286;3802;0.0
13480;78;1445;2022;0.0
15130;70;570;634;0.0
13978;62;93;99;0.0
14737;61;263;383;0.0
15717;97;1259;1768;0.0
15695;81;3357;2198;0.0
13870;62;559;365;0.0
13897;112;5188;3834;0.0
13897;80;4574;3428;0.0
13307;67;670;308;0.0
15032;4;246;217;0.0
15270;6;2944;1526;0.0
14559;4;3317;2253;0.0
13129;52;574;427;0.0
14176;21;1841;942;0.0
13730;123;5650;4341;0.0
14478;119;6678;3936;0.0
13730;120;2951;4640;0.0
13897;95;6271;8466;0.0
14850;53;423;884;0.0
13056;60;1965;2897;0.0
15059;109;1465;2218;0.0
15873;89;643;991;0.0
15890;30;573;904;0.0
13994;65;715;309;0.0
13455;96;1043;1653;0.0
14133;39;472;1166;0.0
13021;63;313;668;0.0
14354;72;549;943;0.0
13412;5;1111;635;0.0
13811;64;782;353;0.0
14230;41;561;327;0.0
14931;49;3062;2162;0.0
15750;15;241;460;0.0
15857;104;4964;6516;0.0
13080;17;389;486;0.0
13196;66;1643;2643;0.0
15830;35;1289;1766;0.0
14990;79;184;208;0.0
15750;15;206;117;0.0
13978;62;121;72;0.0
13277;105;393;251;0.0
15830;35;1964;1093;0.0
14036;5;213;377;0.0
14478;28;3800;2691;0.0
14435;119;454;809;0.0
14311;105;587;938;0.0
13897;94;2564;4343;0.0
13838;20;2029;1628;0.0
15130;70;277;162;0.0
14117;13;2962;4219;0.0
15253;68;293;528;0.0
13102;99;365;247;0.0
13234;67;503;601;0.0
14478;28;3199;4497;0.0
13439;84;1396;2124;0.0
13897;83;2709;4237;0.0
14060;6;217;323;0.0
15270;6;2613;1346;0.0
15156;50;874;665;0.0
15059;109;1517;957;0.0
15857;122;5080;3667;0.0
13161;49;792;433;0.0
14737;61;458;945;0.0
15954;98;688;1185;0.0
13854;27;1872;2705;0.0
14257;75;161;191;0.0
15873;89;967;1880;0.0
15431;53;329;294;0.0
13145;52;586;787;0.0
14079;73;1078;771;0.0
13323;41;300;229;0.0
14451;70;305;599;0.0
15636;91;722;757;0.0
13013;26;330;184;0.0
14958;57;3047;2087;0.0
14680;89;166;310;0.0
15776;23;461;708;0.0
13811;64;812;298;0.0
13897;113;4240;3824;0.0
13897;115;5114;4122;0.0
13870;62;598;387;0.0
14672;26;676;471;0.0
14770;64;180;109;0.0
15075;19;566;401;0.0
15857;122;4910;3527;0.0
13463;6;223;700;0.0
14613;45;2360;2169;0.0
15377;9;2207;3338;0.0
15652;61;577;1359;0.0
13072;101;313;772;0.0
14931;49;2923;2258;0.0
13030;30;1935;1003;0.0
13099;24;463;227;0.0
14419;75;1748;741;0.0
14680;89;311;168;0.0
13897;94;6002;7924;0.0
14150;92;234;295;0.0
15237;70;343;228;0.0
13897;2;6026;4510;0.0
14010;74;1577;1078;0.0
15296;11;2124;1047;0.0
15989;55;153;92;0.0
14958;57;1475;2210;0.0
14559;4;3386;2298;0.0
13285;7;696;560;0.0
15857;104;4949;3936;0.0
13714;60;240;131;0.0
13250;68;290;521;0.0
14770;64;171;266;0.0
98531;13;365;409;0.0
13110;53;173;407;0.0
13897;80;1832;3005;0.0
15920;47;410;237;0.0
15970;55;224;113;0.0
14133;39;472;389;0.0
13757;13;588;411;0.0
15970;55;175;115;0.0
15970;55;236;552;0.0
13013;26;413;566;0.0
15954;98;1262;2125;0.0
15113;59;671;498;0.0
15792;25;317;244;0.0
15717;97;1589;942;0.0
13129;52;505;797;0.0
13536;38;484;579;0.0
14230;41;357;481;0.0
15598;24;5135;3621;0.0
15458;54;981;840;0.0
15652;61;368;668;0.0
13021;63;271;188;0.0
14117;13;2935;1914;0.0
14877;48;543;498;0.0
13730;120;2957;2329;0.0
15571;45;139;87;0.0
13579;105;688;342;0.0
13897;2;5574;4300;0.0
13293;101;149;400;0.0
15571;45;93;211;0.0
14338;33;453;195;0.0
15350;79;590;372;0.0
13110;53;150;163;0.0
13226;88;2407;1443;0.0
13498;70;1163;852;0.0
13897;82;5619;7361;0.0
13811;64;606;582;0.0
13897;116;6206;4469;0.0
15318;29;557;617;0.0
13242;57;705;389;0.0
14397;10;793;558;0.0
13617;65;801;384;0.0
13897;93;5573;4059;0.0
14192;40;950;670;0.0
14672;26;692;478;0.0
98574;65;454;234;0.0
13366;18;235;141;0.0
14176;21;1631;2286;0.0
13510;32;2334;3299;0.0
14974;5;471;310;0.0
13048;21;123;81;0.0
14419;75;1616;766;0.0
13897;83;6723;4789;0.0
14036;5;256;143;0.0
15377;9;2311;1696;0.0
13323;41;361;803;0.0
13595;111;446;904;0.0
14257;75;290;362;0.0
14630;76;1193;2383;0.0
14354;72;344;422;0.0
15172;10;360;548;0.0
13897;112;2285;3731;0.0
13897;117;2891;4500;0.0
14079;73;1035;1607;0.0
13340;20;171;592;0.0
13897;82;5123;4327;0.0
15890;30;765;648;0.0
13374;31;2446;1511;0.0
13897;117;6526;8652;0.0
13250;68;386;1057;0.0
15598;24;8634;6733;0.0
13897;3;1422;2201;0.0
13676;22;257;771;0.0
14150;92;352;161;0.0
14516;14;570;386;0.0
13897;116;7074;9022;0.0
14818;79;609;891;0.0
98574;65;707;1169;0.0
13382;6;182;332;0.0
15970;55;123;270;0.0
13153;18;194;114;0.0
13935;50;189;105;0.0
14737;61;394;310;0.0
15172;10;466;469;0.0
14052;54;415;373;0.0
15431;53;288;786;0.0
14990;79;250;360;0.0
14117;13;1945;2414;0.0
14257;75;201;113;0.0
15393;43;381;256;0.0
14591;25;358;600;0.0
15431;53;210;376;0.0
13897;114;6996;5208;0.0
13919;81;659;404;0.0
15172;10;457;378;0.0
13188;78;3644;4348;0.0
15989;55;133;91;0.0
15873;89;1118;723;0.0
14257;75;203;133;0.0
14370;72;279;519;0.0
15830;35;1959;3042;0.0
13501;8;592;853;0.0
13170;50;473;319;0.0
13102;99;490;1049;0.0
13412;5;1062;1367;0.0
14834;5;353;175;0.0
15857;122;5288;6449;0.0
13994;65;541;450;0.0
13714;60;158;115;0.0
14150;92;362;190;0.0
14893;99;979;497;0.0
13676;22;388;480;0.0
14958;57;2670;1979;0.0
15857;104;4987;3885;0.0
13447;54;152;80;0.0
15954;98;1202;814;0.0
13471;63;1408;2278;0.0
13048;21;169;424;0.0
15792;25;311;648;0.0
15474;22;2793;3259;0.0
13714;60;220;509;0.0
15130;70;360;186;0.0
14532;29;1940;2722;0.0
15172;10;539;972;0.0
14699;16;1184;2047;0.0
13757;13;529;700;0.0
14753;47;1407;2082;0.0
15334;52;1243;1832;0.0
15091;111;244;583;0.0
15695;81;4043;4783;0.0
14494;43;1146;455;0.0
13110;53;169;116;0.0
13021;63;261;181;0.0
15334;52;1306;868;0.0
13552;33;1715;3292;0.0
14036;5;109;173;0.0
13579;105;690;923;0.0
14397;10;943;1671;0.0
14672;26;456;762;0.0
15113;59;641;1084;0.0
15911;121;669;763;0.0
13161;49;791;451;0.0
15199;12;526;258;0.0
13471;63;946;1335;0.0
14192;40;692;1218;0.0
13307;67;454;654;0.0
13480;78;1641;1084;0.0
14435;119;761;615;0.0
14010;74;878;1379;0.0
15075;19;1025;1775;0.0
15334;52;702;1000;0.0
13757;13;864;1455;0.0
14176;21;1000;1133;0.0
15598;24;8691;3344;0.0
15717;97;1737;992;0.0
14133;39;330;733;0.0
15610;55;183;357;0.0
13170;50;231;351;0.0
14419;75;1325;1172;0.0
15156;50;643;939;0.0
15253;68;188;141;0.0
14656;24;852;348;0.0
13897;82;2424;3862;0.0
15199;12;289;381;0.0
15555;12;498;762;0.0
14273;41;1036;1311;0.0
14478;119;6154;3877;0.0
14273;41;1293;817;0.0
14052;54;293;420;0.0
15091;111;142;321;0.0
13366;18;170;241;0.0
13498;70;1718;1086;0.0
13129;52;594;386;0.0
14974;5;412;262;0.0
13340;20;202;180;0.0
13510;32;1877;1211;0.0
15881;74;503;950;0.0
13269;86;115;220;0.0
15717;97;1921;3125;0.0
15393;43;230;441;0.0
13730;120;2671;2296;0.0
13285;7;718;579;0.0
15490;36;2352;1363;0.0
14311;105;676;281;0.0
15911;121;1345;1479;0.0
13455;96;701;906;0.0
14834;5;172;312;0.0
13048;21;71;188;0.0
15750;15;154;244;0.0
14753;47;2000;1420;0.0
15920;47;396;182;0.0
13196;66;2900;4330;0.0
13471;63;1325;776;0.0
13072;101;207;414;0.0
13714;60;157;285;0.0
14710;46;1019;2179;0.0
14230;41;565;339;0.0
15555;12;675;482;0.0
13080;17;521;298;0.0
15539;23;336;409;0.0
15873;89;1026;762;0.0
13404;108;322;173;0.0
15598;121;4747;1944;0.0
14478;28;2119;2823;0.0
15598;121;2989;2224;0.0
13137;86;275;293;0.0
13650;43;599;267;0.0
13170;50;424;294;0.0
13463;6;212;158;0.0
15571;45;130;71;0.0
13773;108;461;174;0.0
14710;46;1290;626;0.0
15733;73;1714;870;0.0
15733;73;1721;882;0.0
13897;80;4130;5742;0.0
14494;43;1061;1300;0.0
13064;79;422;270;0.0
14630;76;1079;908;0.0
13897;117;6419;4686;0.0
13897;118;5958;4376;0.0
14591;25;307;182;0.0
15750;15;225;137;0.0
13730;37;5088;7490;0.0
13447;54;204;411;0.0
13633;71;391;766;0.0
15270;6;1812;2165;0.0
13110;53;111;192;0.0
13277;105;251;366;0.0
13692;7;3495;2282;0.0
14036;5;201;129;0.0
14753;47;2565;1774;0.0
13293;101;135;80;0.0
13188;78;3485;2250;0.0
14656;24;729;310;0.0
13897;1;5605;4242;0.0
15377;9;2198;1742;0.0
14010;74;1540;1050;0.0
13234;67;949;457;0.0
14575;96;1104;544;0.0
14214;86;258;178;0.0
13439;84;1884;1330;0.0
14273;41;1673;2260;0.0
14559;4;3475;4759;0.0
13056;60;1223;1507;0.0
15059;109;891;1271;0.0
14850;53;473;328;0.0
15440;38;326;238;0.0
14770;64;193;149;0.0
13633;71;566;1481;0.0
13897;113;4389;6582;0.0
14915;15;416;315;0.0
13811;64;950;1229;0.0
14338;33;444;250;0.0
13897;114;6585;8999;0.0
13994;65;847;790;0.0
13773;108;506;700;0.0
13323;41;294;203;0.0
14451;70;243;246;0.0
14877;48;697;473;0.0
15911;121;881;459;0.0
13161;49;801;1128;0.0
13137;86;478;579;0.0
15032;4;174;361;0.0
13897;118;2471;4006;0.0
14818;79;396;478;0.0
15989;55;193;417;0.0
13617;65;773;363;0.0
13897;117;6109;4594;0.0
13269;86;89;78;0.0
13501;8;383;259;0.0
13536;38;683;1232;0.0
13838;20;1511;3758;0.0
13978;62;150;271;0.0
14095;15;1702;3224;0.0
15415;44;958;1337;0.0
13897;116;3188;4677;0.0
13463;6;145;356;0.0
13919;81;359;552;0.0
13242;57;378;626;0.0
14834;5;267;473;0.0
13897;80;3962;3261;0.0
15075;19;724;1172;0.0
14338;33;326;633;0.0
14095;15;1719;1072;0.0
13757;13;821;541;0.0
13188;78;2939;2026;0.0
14532;29;1531;1252;0.0
13269;86;77;64;0.0
14613;45;1767;778;0.0
14796;44;556;268;0.0
15016;9;208;161;0.0
15440;38;293;230;0.0
15156;50;1074;2048;0.0
13897;95;2708;4627;0.0
15296;11;1997;936;0.0
13897;1;6426;4475;0.0
13897;82;5795;4634;0.0
15881;74;472;283;0.0
14818;79;529;327;0.0
13200;10;121;85;0.0
13145;52;480;336;0.0
14990;79;193;103;0.0
13463;6;241;175;0.0
13200;10;106;146;0.0
13293;101;104;196;0.0
14435;119;694;1428;0.0
15920;47;458;645;0.0
15210;40;105;381;0.0
15296;11;953;1321;0.0
13579;105;634;337;0.0
15652;61;444;330;0.0
13919;81;691;1150;0.0
13579;105;375;429;0.0
15636;91;1067;553;0.0
13153;18;230;147;0.0
15210;40;144;247;0.0
13102;99;484;275;0.0
14192;40;855;595;0.0
13420;48;267;162;0.0
13331;69;962;458;0.0
13358;92;158;63;0.0
15199;12;505;282;0.0
13536;38;592;374;0.0
14753;47;2307;3687;0.0
13382;6;319;244;0.0
14079;73;1072;726;0.0
13692;7;3519;4722;0.0
15733;73;2115;2348;0.0
13145;52;544;337;0.0
14052;54;489;291;0.0
13382;6;339;773;0.0
15512;91;271;405;0.0
15237;70;228;375;0.0
15830;35;1955;1045;0.0
13072;101;318;175;0.0
15431;53;366;342;0.0
15016;9;148;278;0.0
98558;23;325;465;0.0
15920;47;274;334;0.0
13498;70;1194;1188;0.0
15210;40;120;226;0.0
13730;123;4872;6818;0.0
13870;62;524;1042;0.0
14575;96;601;944;0.0
15911;121;800;390;0.0
13897;95;6483;4836;0.0
14737;61;304;224;0.0
15059;109;1608;1091;0.0
15415;44;1113;540;0.0
13935;50;165;401;0.0
14010;74;1364;2234;0.0
14494;43;718;696;0.0
15792;25;194;314;0.0
13137;86;347;192;0.0
14451;70;226;301;0.0
13838;20;1823;1661;0.0
13501;8;289;239;0.0
13854;27;5036;3386;0.0
13897;94;5563;4420;0.0
14311;105;639;277;0.0
14370;72;171;310;0.0
15350;79;311;492;0.0
15377;9;1446;1997;0.0
15490;36;1253;1762;0.0
13145;52;311;458;0.0
13455;96;774;644;0.0
14214;86;253;217;0.0
15032;4;263;244;0.0
13897;115;5502;7315;0.0
15350;79;555;986;0.0
13153;18;144;192;0.0
13218;8;2143;1895;0.0
14532;29;1319;1693;0.0
15598;121;5111;1983;0.0
14699;16;1378;665;0.0
13480;78;1503;1045;0.0
15695;81;3069;2027;0.0
13650;43;595;301;0.0
14133;39;462;394;0.0
13250;68;446;237;0.0
13897;3;3644;2498;0.0
13897;85;5791;4221;0.0
14060;6;279;158;0.0
14516;14;636;449;0.0
13897;118;5407;7466;0.0
13307;67;773;1271;0.0
15555;12;789;1455;0.0
15997;109;668;1064;0.0
13897;2;2622;4319;0.0
15253;68;192;267;0.0
13374;31;1133;1597;0.0
13897;3;3345;2461;0.0
14532;29;1978;1660;0.0
15539;23;535;294;0.0
13447;54;176;179;0.0
15296;11;1581;2832;0.0
13242;57;673;429;0.0
13412;5;620;765;0.0
13897;83;5547;4467;0.0
15610;55;304;198;0.0
15113;59;859;2015;0.0
13897;95;5868;4670;0.0
13307;67;665;362;0.0
13730;37;5182;4263;0.0
13897;116;7575;5009;0.0
15016;9;232;141;0.0
13633;71;580;505;0.0
98574;65;483;317;0.0
15539;23;519;307;0.0
15237;70;258;249;0.0
13897;118;5107;4058;0.0
13412;5;1256;692;0.0
13552;33;1877;1156;0.0
13420;48;269;510;0.0
97012;18;7006;5362;0.0
97012;3;1993;2851;0.0
97012;14;2439;2716;0.0
97012;10;6172;5251;0.0
97012;17;4466;5700;0.0
97012;11;2960;1718;0.0
97012;2;5787;2446;0.0
97012;20;4605;2307;0.0
97012;21;6625;3095;0.0
97012;8;8614;6998;0.0
97012;17;7290;3701;0.0
97012;3;3887;3511;0.0
97012;2;3157;4508;0.0
97012;21;7311;6019;0.0
97012;5;3689;5088;0.0
97012;1;2441;1556;0.0
97012;1;1596;2060;0.0
97012;17;5481;2950;0.0
97012;21;5195;2597;0.0
97012;13;8232;4034;0.0
97012;3;3777;2148;0.0
97012;8;4687;6189;0.0
97012;14;3904;3337;0.0
97012;20;5030;4077;0.0
97012;1;2776;2507;0.0
97012;19;4948;4093;0.0
97012;1;2516;1548;0.0
97012;5;6783;6170;0.0
97012;6;7825;6749;0.0
97012;11;2568;1585;0.0
97012;9;6143;3387;0.0
97012;15;6072;3697;0.0
97012;18;3904;4707;0.0
97012;13;6118;3247;0.0
97012;4;6712;5388;0.0
97012;18;4450;2277;0.0
97012;6;4501;6199;0.0
97012;19;5035;2621;0.0
97012;2;4034;1980;0.0
97012;9;6324;5552;0.0
97012;18;6447;3211;0.0
97012;13;4364;6015;0.0
97012;14;3710;2094;0.0
97012;16;9536;7695;0.0
97012;17;7428;6406;0.0
97012;6;5364;2476;0.0
97012;14;3417;2064;0.0
97012;15;7278;4037;0.0
97012;20;2762;3499;0.0
97012;13;8173;7007;0.0
97012;20;3745;1939;0.0
97012;19;4074;2292;0.0
97012;2;6029;4950;0.0
97012;9;5297;3039;0.0
97012;21;3779;5211;0.0
97012;9;3533;4698;0.0
97012;15;3912;4870;0.0
97012;8;6521;3382;0.0
97012;19;2554;3324;0.0
97012;5;4708;2577;0.0
97012;16;6881;3239;0.0
97012;5;6533;3427;0.0
97012;10;4671;2627;0.0
97012;4;4405;2153;0.0
97012;4;6662;2785;0.0
97012;3;3048;1884;0.0
97012;15;7423;5975;0.0
97012;6;7775;3308;0.0
97012;8;8078;3979;0.0
97012;10;3251;4446;0.0
97012;11;1836;2064;0.0
97012;4;4161;4872;0.0
97012;11;3194;2650;0.0
97012;16;5385;7082;0.0
97012;10;6096;3043;0.0
97012;16;9105;4034;0.0
56103;12;963;437;0.0
56596;18;939;1152;0.0
56146;10;395;583;0.0
56758;5;145;354;0.0
57053;1;9076;7956;0.0
56758;5;343;552;0.0
56316;27;734;1352;0.0
57134;41;1241;413;0.0
56553;22;592;1084;0.0
56120;43;1227;533;0.0
56081;30;191;121;0.0
56430;14;689;382;0.0
57037;32;4980;2947;0.0
56731;19;291;662;0.0
56189;41;742;1047;0.0
56855;43;276;491;0.0
56634;25;4273;5756;0.0
56235;2;4491;2066;0.0
56995;26;5321;3015;0.0
57070;46;142;411;0.0
56715;38;32;166;0.0
57070;46;497;332;0.0
56839;17;802;540;0.0
56219;44;135;371;0.0
56634;25;9284;8169;0.0
56596;18;233;567;0.0
56197;39;305;174;0.0
57037;55;6476;3861;0.0
56316;27;972;621;0.0
57037;57;4751;2610;0.0
56790;36;120;438;0.0
57010;47;830;1783;0.0
56090;44;70;244;0.0
56227;37;444;244;0.0
56014;8;1228;697;0.0
56219;44;405;686;0.0
56537;16;529;267;0.0
57991;46;197;94;0.0
56812;39;819;1146;0.0
56626;14;542;810;0.0
56090;44;242;428;0.0
57134;41;781;1003;0.0
56693;38;647;347;0.0
56995;26;7620;7404;0.0
56073;17;394;762;0.0
56308;51;263;164;0.0
56413;33;301;825;0.0
57037;55;4757;5753;0.0
56910;11;350;685;0.0
56952;44;66;290;0.0
56430;14;202;546;0.0
56251;34;7467;4252;0.0
57991;46;126;281;0.0
56235;48;798;1443;0.0
57118;51;277;572;0.0
56456;13;284;644;0.0
56227;37;139;390;0.0
57134;41;382;787;0.0
56774;30;1645;904;0.0
56871;35;466;218;0.0
57118;51;520;730;0.0
56979;21;4058;1893;0.0
56103;12;978;990;0.0
56456;13;794;1062;0.0
57037;32;4808;2996;0.0
56030;4;857;486;0.0
56839;17;765;497;0.0
56472;24;4971;2965;0.0
56952;44;168;559;0.0
56154;7;821;482;0.0
56391;44;301;172;0.0
57959;35;855;367;0.0
56731;19;555;348;0.0
56898;9;579;744;0.0
56278;3;1543;951;0.0
57916;7;421;310;0.0
56855;43;384;173;0.0
56910;11;1322;886;0.0
56251;34;9501;8355;0.0
56235;48;3444;2615;0.0
56871;35;534;474;0.0
57096;10;641;921;0.0
56812;39;207;577;0.0
56057;12;654;383;0.0
56570;11;98;280;0.0
57053;1;2065;4764;0.0
56731;19;570;901;0.0
56057;12;818;807;0.0
57037;32;6410;5476;0.0
56910;11;1057;666;0.0
56502;18;198;319;0.0
56022;23;251;153;0.0
56120;43;1468;1196;0.0
57959;35;186;380;0.0
57053;52;1619;2464;0.0
56103;12;853;473;0.0
56081;30;328;418;0.0
56200;38;160;104;0.0
56677;5;825;382;0.0
56332;40;581;412;0.0
56898;9;508;256;0.0
56758;5;682;780;0.0
56499;14;411;578;0.0
56146;10;263;462;0.0
56375;15;1350;1348;0.0
56553;22;1316;633;0.0
56227;37;469;285;0.0
56715;38;143;279;0.0
56413;33;497;1067;0.0
56154;7;924;1149;0.0
56898;9;124;357;0.0
56677;5;892;494;0.0
56936;37;888;1076;0.0
56294;6;4605;2652;0.0
56219;44;324;326;0.0
56812;39;586;270;0.0
56235;2;1402;2139;0.0
56570;11;422;615;0.0
56308;51;219;433;0.0
56510;35;400;530;0.0
57096;10;226;561;0.0
57118;51;705;346;0.0
56111;20;3056;3637;0.0
56855;43;340;157;0.0
56251;54;2309;5110;0.0
56634;25;8298;4358;0.0
56022;23;201;533;0.0
56413;33;155;598;0.0
56596;18;600;821;0.0
56081;30;182;303;0.0
56251;34;2209;4614;0.0
56626;14;740;554;0.0
57118;51;1013;1034;0.0
56138;2;95;264;0.0
56251;54;9743;8130;0.0
56014;8;1194;1544;0.0
56316;27;1118;727;0.0
57975;40;1090;592;0.0
56995;59;4760;5859;0.0
56995;53;7092;3663;0.0
57010;47;1893;2483;0.0
56049;19;145;318;0.0
56693;38;394;747;0.0
56057;12;415;524;0.0
56626;14;828;1046;0.0
56871;35;320;335;0.0
56189;41;1011;373;0.0
56413;33;371;198;0.0
56839;17;956;1026;0.0
56553;22;1701;1507;0.0
56006;46;364;443;0.0
56308;51;279;153;0.0
56332;40;538;449;0.0
57070;46;456;318;0.0
56618;4;272;547;0.0
56294;6;3370;1919;0.0
56952;44;439;849;0.0
56090;44;190;116;0.0
56235;2;4532;1994;0.0
56715;38;97;53;0.0
56596;18;924;414;0.0
56715;38;93;79;0.0
57010;47;1812;990;0.0
56197;39;286;537;0.0
56251;54;5454;6364;0.0
56375;15;1987;963;0.0
56154;7;1460;1600;0.0
56022;23;360;658;0.0
56812;39;415;807;0.0
56219;44;229;526;0.0
56065;36;129;265;0.0
56391;44;232;367;0.0
56618;4;453;331;0.0
56790;36;372;168;0.0
56502;18;288;139;0.0
56197;39;427;656;0.0
56235;2;5497;4290;0.0
56472;24;3720;4123;0.0
57096;10;963;450;0.0
56332;40;539;803;0.0
56871;35;142;184;0.0
56146;10;143;358;0.0
56391;44;389;544;0.0
57037;57;3569;4074;0.0
56049;19;598;599;0.0
57975;40;1282;1224;0.0
56812;39;635;342;0.0
56502;18;325;459;0.0
56839;17;558;812;0.0
56138;2;223;318;0.0
56855;43;114;292;0.0
56995;26;1941;4205;0.0
57010;47;3467;2869;0.0
57053;1;7435;4077;0.0
57053;1;4911;6160;0.0
56081;30;65;185;0.0
56294;6;4175;4249;0.0
56170;23;708;1321;0.0
56332;40;403;603;0.0
57916;7;320;447;0.0
56537;16;592;354;0.0
56774;30;1177;1546;0.0
56774;30;587;1275;0.0
56952;44;212;186;0.0
56170;23;279;926;0.0
56294;6;1718;3004;0.0
56790;36;474;740;0.0
56219;44;338;364;0.0
56073;17;1387;1387;0.0
56618;4;512;720;0.0
56227;37;268;536;0.0
56197;39;127;353;0.0
57991;46;206;102;0.0
56200;38;122;284;0.0
56006;46;289;140;0.0
56251;34;7806;4072;0.0
56634;25;6774;3450;0.0
57150;27;569;304;0.0
57037;32;3522;3786;0.0
56138;2;446;400;0.0
56855;43;448;510;0.0
56154;7;477;828;0.0
56022;23;94;337;0.0
57991;46;68;193;0.0
56839;17;257;566;0.0
56413;33;456;243;0.0
56596;18;751;318;0.0
56308;51;95;279;0.0
56332;40;154;331;0.0
56170;23;1246;1806;0.0
56979;21;4221;2276;0.0
56030;4;1223;1350;0.0
56111;20;4782;4444;0.0
56898;9;348;503;0.0
56995;53;4557;6014;0.0
56979;21;2667;3722;0.0
56235;48;2038;1996;0.0
56294;6;6548;5762;0.0
56154;7;1189;669;0.0
56359;13;45;126;0.0
56073;17;1087;561;0.0
56308;51;361;552;0.0
57070;46;619;831;0.0
56510;35;661;752;0.0
56278;3;867;1150;0.0
57959;35;823;807;0.0
56537;16;356;542;0.0
56952;44;337;332;0.0
56375;15;1869;1013;0.0
56758;5;613;339;0.0
56995;26;4149;5858;0.0
56472;24;1513;2992;0.0
56693;38;205;491;0.0
57959;35;461;506;0.0
56103;12;604;662;0.0
56073;17;858;1007;0.0
56235;2;3355;3083;0.0
57096;10;943;507;0.0
56502;18;272;120;0.0
57134;41;1263;463;0.0
56936;37;1480;1471;0.0
56375;15;2249;2035;0.0
56057;12;679;352;0.0
56162;16;526;697;0.0
57150;27;430;990;0.0
57037;32;1662;2757;0.0
56650;36;241;447;0.0
57150;27;707;1087;0.0
56138;2;331;138;0.0
56995;26;5951;3628;0.0
56995;59;7179;3918;0.0
56197;39;361;165;0.0
56995;53;8771;7962;0.0
57037;55;6845;3844;0.0
56162;16;148;286;0.0
56359;13;167;95;0.0
56014;8;760;1196;0.0
56359;13;119;199;0.0
56910;11;862;1054;0.0
56995;53;2191;4370;0.0
56065;36;178;53;0.0
56790;36;369;187;0.0
56570;11;364;234;0.0
56022;23;223;141;0.0
56278;3;1511;828;0.0
56006;46;266;125;0.0
56472;24;6128;5586;0.0
56200;38;196;390;0.0
57037;55;8761;7683;0.0
57037;57;6392;5595;0.0
56553;22;1126;1237;0.0
56278;3;356;765;0.0
56618;4;130;388;0.0
56502;18;89;253;0.0
56626;14;723;496;0.0
56790;36;288;596;0.0
56014;8;316;812;0.0
57037;57;4815;2830;0.0
57916;7;410;603;0.0
56995;59;9267;7648;0.0
56162;16;337;508;0.0
56731;19;138;420;0.0
56650;36;308;181;0.0
56430;14;481;828;0.0
57037;55;2227;4357;0.0
56049;19;543;215;0.0
56030;4;564;979;0.0
56170;23;748;353;0.0
56936;37;854;516;0.0
57975;40;1098;633;0.0
56065;36;177;57;0.0
56677;5;300;771;0.0
56677;5;631;1128;0.0
56375;15;568;820;0.0
56030;4;966;579;0.0
56120;43;1048;950;0.0
56006;46;193;346;0.0
57150;27;564;358;0.0
56499;14;619;755;0.0
57096;10;959;1197;0.0
56758;5;539;358;0.0
56162;16;464;273;0.0
57932;9;511;769;0.0
56006;46;81;185;0.0
56189;41;374;772;0.0
56014;8;1100;745;0.0
56073;17;991;558;0.0
56162;16;405;194;0.0
56189;41;1148;475;0.0
56570;11;249;437;0.0
57975;40;851;854;0.0
56200;38;158;98;0.0
56278;3;1947;1933;0.0
56979;21;5039;4879;0.0
57070;46;399;585;0.0
56979;21;1403;3123;0.0
56570;11;411;297;0.0
56146;10;454;180;0.0
56065;36;67;179;0.0
56936;37;391;762;0.0
56995;59;2287;4159;0.0
56111;20;4409;2512;0.0
56731;19;638;430;0.0
57959;35;855;400;0.0
56650;36;136;378;0.0
56359;13;160;83;0.0
56391;44;313;178;0.0
57991;46;267;383;0.0
56146;10;397;147;0.0
57118;51;838;443;0.0
57053;52;4580;2805;0.0
56090;44;154;109;0.0
56111;20;1644;2840;0.0
56316;27;340;1065;0.0
